act_role,eng_title,evaluation_num,movie_link,quote,ranking,rating_num,title
"
                            导演: 宫崎骏 Hayao Miyazaki???主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...",?/?風の谷のナウシカ,198367人评价,https://movie.douban.com/subject/1291585/,动画片的圣经。,107,8.8,风之谷
,,,,,,,
"
                            导演: 理查德·林克莱特 Richard Linklater???主演: 伊桑·霍克 Ethan Hawke ...",?/?Before Sunset,223399人评价,https://movie.douban.com/subject/1291990/,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,108,8.8,爱在日落黄昏时
,,,,,,,
"
                            导演: 近藤喜文 Yoshifumi Kondo???主演: 本名阳子 Youko Honna / 小林桂树 K...",?/?耳をすませば,194446人评价,https://movie.douban.com/subject/1297052/,少女情怀总是诗。,109,8.8,侧耳倾听
,,,,,,,
"
                            导演: 托尼·凯耶 Tony Kaye???主演: 艾德里安·布洛迪 Adrien Brody / 马西...",?/?Detachment,199326人评价,https://movie.douban.com/subject/5322596/,穷尽一生，我们要学会的，不过是彼此拥抱。,110,8.8,超脱
,,,,,,,
"
                            导演: 程小东 Siu-Tung Ching???主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...",?/?倩女幽魂(87版)  /  A Chinese Ghost Story,295664人评价,https://movie.douban.com/subject/1297447/,两张绝世的脸。 ,111,8.6,倩女幽魂
,,,,,,,
"
                            导演: 金秉祐 Byeong-woo Kim???主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...",?/?? ?? ???,260209人评价,https://movie.douban.com/subject/21360417/,恐怖分子的“秋菊打官司”。,112,8.7,恐怖直播
,,,,,,,
"
                            导演: 今敏 Satoshi Kon???主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...",?/?パプリカ,156326人评价,https://movie.douban.com/subject/1865703/,梦的勾结。,113,8.9,红辣椒
,,,,,,,
"
                            导演: 森淳一 Junichi Mori???主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",?/?リトル?フォレスト 夏?秋,159202人评价,https://movie.douban.com/subject/25814705/,那些静得只能听见呼吸的日子里，你明白孤独即生活。,114,8.9,小森林 夏秋篇
,,,,,,,
"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee???主演: 周星驰 Stephen Ch...",?/?喜劇之王,366688人评价,https://movie.douban.com/subject/1302425/,我是一个演员。,115,8.6,喜剧之王
,,,,,,,
"
                            导演: 北野武 Takeshi Kitano???主演: 北野武 Takeshi Kitano / 关口雄介 Yus...",?/?菊次郎の夏,211999人评价,https://movie.douban.com/subject/1293359/,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,116,8.7,菊次郎的夏天
,,,,,,,
"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders???主演:...",?/?How to Train Your Dragon,324034人评价,https://movie.douban.com/subject/2353023/,和谐的生活离不开摸头与被摸头。,117,8.7,驯龙高手
,,,,,,,
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg???主演: 汤姆·汉克斯 Tom Hanks...",?/?The Terminal,251181人评价,https://movie.douban.com/subject/1292274/,有时候幸福需要等一等。 ,118,8.7,幸福终点站
,,,,,,,
"
                            导演: 高畑勋 Isao Takahata???主演: 辰己努 / 白石绫乃 / 志乃原良子",?/?火垂るの墓,226879人评价,https://movie.douban.com/subject/1293318/,幸福是生生不息，却难以触及的远。 ,119,8.7,萤火虫之墓
,,,,,,,
"
                            导演: 米林宏昌 Hiromasa Yonebayashi???主演: 志田未来 Mirai Shida / 神木...",?/?借りぐらしのアリエッティ,244269人评价,https://movie.douban.com/subject/4202302/,曾经的那段美好会沉淀为一辈子的记忆。,120,8.7,借东西的小人阿莉埃蒂
,,,,,,,
"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud???主演: ...",?/?Despicable Me,433338人评价,https://movie.douban.com/subject/3287562/,Mr. I Don't Care其实也有Care的时候。,121,8.5,神偷奶爸
,,,,,,,
"
                            导演: 罗启锐 Alex Law???主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...",?/?歲月神偷,335792人评价,https://movie.douban.com/subject/3792799/,岁月流逝，来日可追。,122,8.6,岁月神偷
,,,,,,,
"
                            导演: 黑泽明 Akira Kurosawa???主演: 三船敏郎 Toshir? Mifune / 志村乔 ...",?/?七人の侍,87129人评价,https://movie.douban.com/subject/1295399/,时代悲歌。,123,9.2,七武士
,,,,,,,
"
                            导演: 奉俊昊 Joon-ho Bong???主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...",?/???? ??,233579人评价,https://movie.douban.com/subject/1300299/,关于连环杀人悬案的集体回忆。,124,8.7,杀人回忆
,,,,,,,
"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan???主演: 戴夫...",?/?Slumdog Millionaire,429548人评价,https://movie.douban.com/subject/2209573/,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,125,8.5,贫民窟的百万富翁
,,,,,,,
"
                            导演: 李安 Ang Lee???主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...",?/?囍宴,157429人评价,https://movie.douban.com/subject/1303037/,中国家庭的喜怒哀乐忍。,126,8.8,喜宴
,,,,,,,
"
                            导演: 詹姆斯·温 James Wan???主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...",?/?Saw,220157人评价,https://movie.douban.com/subject/1417598/,真相就在眼前。,127,8.7,电锯惊魂
,,,,,,,
"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman???主演: 约...","?/?Monsters, Inc.",275472人评价,https://movie.douban.com/subject/1291579/,不要给它起名字，起了名字就有感情了。,128,8.6,怪兽电力公司
,,,,,,,
"
                            导演: 保罗·格林格拉斯 Paul Greengrass???主演: 马特·达蒙 Matt Damon / ...",?/?The Bourne Ultimatum,200744人评价,https://movie.douban.com/subject/1578507/,像吃了苏打饼一样干脆的电影。,129,8.7,谍影重重3
,,,,,,,
"
                            导演: 理查德·柯蒂斯 Richard Curtis???主演: 休·格兰特 Hugh Grant / 柯林...",?/?Love Actually,345145人评价,https://movie.douban.com/subject/1292401/,爱，是个动词。,130,8.5,真爱至上
,,,,,,,
"
                            导演: 王家卫 Kar Wai Wong???主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",?/?東邪西毒,282509人评价,https://movie.douban.com/subject/1292328/,电影诗。,131,8.6,东邪西毒
,,,,,,,
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan???主演: 盖·皮尔斯 Guy Pearce /...",?/?Memento,309156人评价,https://movie.douban.com/subject/1304447/,一个针管引发的血案。,132,8.5,记忆碎片
,,,,,,,
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud???主演:...",?/?Océans,105212人评价,https://movie.douban.com/subject/3443389/,大海啊，不全是水。,133,9,海洋
,,,,,,,
"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky???主演: 娜塔莉·波特曼 Natalie...",?/?Black Swan,459977人评价,https://movie.douban.com/subject/1978709/,黑暗之美。,134,8.5,黑天鹅
,,,,,,,
"
                            导演: 巴瑞·莱文森 Barry Levinson???主演: 达斯汀·霍夫曼 Dustin Hoffman ...",?/?Rain Man,227708人评价,https://movie.douban.com/subject/1291870/,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,135,8.6,雨人
,,,,,,,
"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders???主演...",?/?The Croods,411400人评价,https://movie.douban.com/subject/1907966/,老少皆宜，这就是好莱坞动画的魅力。,136,8.7,疯狂原始人
,,,,,,,
"
                            导演: 特瑞·乔治 Terry George???主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...",?/?Hotel Rwanda,134593人评价,https://movie.douban.com/subject/1291822/,当这个世界闭上双眼，他却敞开了怀抱。,137,8.9,卢旺达饭店
,,,,,,,
"
                            导演: 森淳一 Junichi Mori???主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",?/?リトル?フォレスト 冬?春,137707人评价,https://movie.douban.com/subject/25814707/,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,138,8.9,小森林 冬春篇
,,,,,,,
"
                            导演: 吴宇森 John Woo???主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...",?/?A Better Tomorrow  /  Gangland Boss,194315人评价,https://movie.douban.com/subject/1297574/,英雄泪短，兄弟情长。 ,139,8.6,英雄本色
,,,,,,,
"
                            导演: 大卫·叶茨 David Yates???主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...",?/?Harry Potter and the Deathly Hallows: Part 2,307631人评价,https://movie.douban.com/subject/3011235/,10年的完美句点。,140,8.7,哈利·波特与死亡圣器(下)
,,,,,,,
"
                            导演: 李焕庆 Hwan-kyeong Lee???主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...",?/?7??? ??,202228人评价,https://movie.douban.com/subject/10777687/,《我是山姆》的《美丽人生》。,141,8.7,7号房的礼物
,,,,,,,
"
                            导演: 爱德华·兹威克 Edward Zwick???主演: 安东尼·霍普金斯 Anthony Hopki...",?/?Legends of the Fall,159735人评价,https://movie.douban.com/subject/1295865/,传奇，不是每个人都可以拥有。,142,8.7,燃情岁月
,,,,,,,
"
                            导演: 杰拉尔·乌里 Gérard Oury???主演: 路易·德·菲耐斯 Louis de Funès...",?/?La grande vadrouille,116881人评价,https://movie.douban.com/subject/1296909/,永远看不腻的喜剧。,143,8.9,虎口脱险
,,,,,,,
"
                            导演: 大森贵弘 Takahiro Omori???主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...",?/?蛍火の杜へ,183439人评价,https://movie.douban.com/subject/5989818/,触不到的恋人。,144,8.8,萤火之森
,,,,,,,
"
                            导演: 忻钰坤 Yukun Xin???主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...",?/?殡棺  /  The Coffin in the Mountain,206200人评价,https://movie.douban.com/subject/25917973/,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,145,8.6,心迷宫
,,,,,,,
"
                            导演: 卢卡·圭达尼诺 Luca Guadagnino???主演: 蒂莫西·柴勒梅德 Timothée ...",?/?Call Me by Your Name,207630人评价,https://movie.douban.com/subject/26799731/,沉醉在电影的情感和视听氛围中无法自拔。,146,8.8,请以你的名字呼唤我
,,,,,,,
"
                            导演: 乔·怀特 Joe Wright???主演: 凯拉·奈特莉 Keira Knightley / 马修·...",?/?Pride & Prejudice,339000人评价,https://movie.douban.com/subject/1418200/,爱是摈弃傲慢与偏见之后的曙光。,147,8.5,傲慢与偏见
,,,,,,,
"
                            导演: 达米安·斯兹弗隆 Damián Szifron???主演: 达里奥·葛兰帝内提 Darío...",?/?Relatos salvajes,165017人评价,https://movie.douban.com/subject/24750126/,始于荒诞，止于更荒诞。,148,8.8,荒蛮故事
,,,,,,,
"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan???主演: 卡西·阿弗莱克 Casey Affle...",?/?Manchester by the Sea,226999人评价,https://movie.douban.com/subject/25980443/,我们都有权利不与自己的过去和解。,149,8.6,海边的曼彻斯特
,,,,,,,
"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola???主演: 阿尔·帕西诺 A...",?/?The Godfather: Part III,147535人评价,https://movie.douban.com/subject/1294240/,任何信念的力量，都无法改变命运。,150,8.8,教父3
,,,,,,,
"
                            导演: 尼克·卡索维茨 Nick Cassavetes???主演: 瑞恩·高斯林 Ryan Gosling /...",?/?The Notebook,315692人评价,https://movie.douban.com/subject/1309163/,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,151,8.5,恋恋笔记本
,,,,,,,
"
                            导演: 吴宇森 John Woo???主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...",?/?緃横四海,167425人评价,https://movie.douban.com/subject/1295409/,香港浪漫主义警匪动作片的巅峰之作。,152,8.7,纵横四海
,,,,,,,
"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams???主演: 斯科特...",?/?Big Hero 6,420813人评价,https://movie.douban.com/subject/11026735/,Balalala~~~,153,8.6,超能陆战队
,,,,,,,
"
                            导演: 克林特·伊斯特伍德 Clint Eastwood???主演: 凯文·科斯特纳 Kevin Cos...",?/?A Perfect World,92002人评价,https://movie.douban.com/subject/1300992/,坏人的好总是比好人的好来得更感人。,154,9,完美的世界
,,,,,,,
"
                            导演: 李力持 Lik-Chi Lee???主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...",?/?唐伯虎點秋香,382533人评价,https://movie.douban.com/subject/1306249/,华太师是黄霑，吴镇宇四大才子之一。,155,8.4,唐伯虎点秋香
,,,,,,,
"
                            导演: 王家卫 Kar Wai Wong???主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...",?/?花樣年華,273914人评价,https://movie.douban.com/subject/1291557/,偷情本没有这样美。,156,8.5,花样年华
,,,,,,,
"
                            导演: 李·昂克里奇 Lee Unkrich???主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...",?/?Toy Story 3,212220人评价,https://movie.douban.com/subject/1858711/,跨度十五年的欢乐与泪水。,157,8.8,玩具总动员3
,,,,,,,
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan???主演: 克里斯蒂安·贝尔 Christ...",?/?The Dark Knight Rises,326970人评价,https://movie.douban.com/subject/3395373/,诺兰就是保证。,158,8.6,蝙蝠侠：黑暗骑士崛起
,,,,,,,
"
                            导演: 理查德·柯蒂斯 Richard Curtis???主演: 多姆纳尔·格利森 Domhnall Gl...",?/?About Time,229952人评价,https://movie.douban.com/subject/10577869/,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,159,8.6,时空恋旅人
,,,,,,,
"
                            导演: Mervyn LeRoy???主演: Vivien Leigh / Robert Taylor / Lucile Watson",?/?Waterloo Bridge,140848人评价,https://movie.douban.com/subject/1293964/,中国式内在的美国电影。,160,8.8,魂断蓝桥
,,,,,,,
"
                            导演: 丹尼·博伊尔 Danny Boyle???主演: 伊万·麦克格雷格 Ewan McGregor / ...",?/?Trainspotting,268375人评价,https://movie.douban.com/subject/1292528/,不可猜的青春迷笛。 ,161,8.5,猜火车
,,,,,,,
"
                            导演: 细田守 Mamoru Hosoda???主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...",?/?時をかける少女,203075人评价,https://movie.douban.com/subject/1937946/,爱上未来的你。 ,162,8.6,穿越时空的少女
,,,,,,,
"
                            导演: Stanley Donen / Gene Kelly???主演: Gene Kelly / Donald O'Connor / ...",?/?Singin' in the Rain,101549人评价,https://movie.douban.com/subject/1293460/,骨灰级歌舞片。,163,9,雨中曲
,,,,,,,
"
                            导演: 郭柯 Ke Guo???主演: ",?/?Twenty Two  /  22,119582人评价,https://movie.douban.com/subject/26430107/,有一些东西不应该被遗忘。,164,8.7,二十二
,,,,,,,
"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée???主演: 马修·麦康纳 Matthew McCon...",?/?Dallas Buyers Club,206119人评价,https://movie.douban.com/subject/1793929/,Jared Leto的腿比女人还美！,165,8.7,达拉斯买家俱乐部
,,,,,,,
"
                            导演: 杰茜·尼尔森 Jessie Nelson???主演: Sean Penn / Dakota Fanning / Mi...",?/?I Am Sam,117025人评价,https://movie.douban.com/subject/1306861/,爱并不需要智商 。,166,8.8,我是山姆
,,,,,,,
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg???主演: 海利·乔·奥斯蒙 Haley...",?/?Artificial Intelligence: AI,209929人评价,https://movie.douban.com/subject/1302827/,对爱的执着，可以超越一切。,167,8.6,人工智能
,,,,,,,
"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge???主演...",?/?Ice Age,302038人评价,https://movie.douban.com/subject/1291578/,松鼠才是角儿。,168,8.5,冰川时代
,,,,,,,
"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel???主演: 尤尔根·沃格尔 Jürgen Vogel ...",?/?Die Welle,145801人评价,https://movie.douban.com/subject/2297265/,世界离独裁只有五天。,169,8.7,浪潮
,,,,,,,
"
                            导演: 达米安·沙泽勒 Damien Chazelle???主演: 迈尔斯·特勒 Miles Teller /...",?/?Whiplash,264106人评价,https://movie.douban.com/subject/25773932/,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,170,8.6,爆裂鼓手
,,,,,,,
"
                            导演: 史蒂芬·戴德利 Stephen Daldry???主演: 凯特·温丝莱特 Kate Winslet ...",?/?The Reader,297478人评价,https://movie.douban.com/subject/2213597/,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,171,8.5,朗读者
,,,,,,,
"
                            导演: 汤姆·提克威 Tom Tykwer???主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...",?/?Perfume: The Story of a Murderer,302613人评价,https://movie.douban.com/subject/1760622/,一个单凭体香达到高潮的男人。,172,8.4,香水
,,,,,,,
"
                            导演: 黑泽明 Akira Kurosawa???主演: 三船敏郎 Toshir? Mifune / 千秋实 ...",?/?羅生門,139948人评价,https://movie.douban.com/subject/1291879/,人生的N种可能性。,173,8.7,罗生门
,,,,,,,
"
                            导演: 梅尔·吉布森 Mel Gibson???主演: 安德鲁·加菲尔德 Andrew Garfield /...",?/?Hacksaw Ridge,360149人评价,https://movie.douban.com/subject/26325320/,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,174,8.7,血战钢锯岭
,,,,,,,
"
                            导演: 是枝裕和 Hirokazu Koreeda???主演: 柳乐优弥 Y?ya Yagira / 北浦爱...",?/?誰も知らない,79047人评价,https://movie.douban.com/subject/1292337/,我的平常生活就是他人的幸福。,175,9.1,无人知晓
,,,,,,,
"
                            导演: 今敏 Satoshi Kon???主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...",?/?Perfect Blue,111636人评价,https://movie.douban.com/subject/1395091/,好的剧本是，就算你猜到了结局也猜不到全部。,176,8.8,未麻的部屋
,,,,,,,
"
                            导演: 王家卫 Kar Wai Wong???主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",?/?阿飛正傳,230925人评价,https://movie.douban.com/subject/1305690/,王家卫是一种风格，张国荣是一个代表。,177,8.5,阿飞正传
,,,,,,,
"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino???主演: 杰米·福克斯 Jamie Foxx /...",?/?Django Unchained,284527人评价,https://movie.douban.com/subject/6307447/,热血沸腾，那个低俗、性感的无耻混蛋又来了。,178,8.6,被解救的姜戈
,,,,,,,
"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi???主演: 佩曼·莫阿迪 Peyman Moadi /...",?/?????? ???? ?? ?????,144276人评价,https://movie.douban.com/subject/5964718/,只有有信仰的人才能说出事实真相。,179,8.7,一次别离
,,,,,,,
"
                            导演: 陆川 Chuan Lu???主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...",?/?Kekexili: Mountain Patrol,141919人评价,https://movie.douban.com/subject/1308857/,坚硬的信仰。,180,8.7,可可西里
,,,,,,,
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan???主演: 杰里米·西奥伯德 Jeremy...",?/?Following,89734人评价,https://movie.douban.com/subject/1397546/,诺兰的牛逼来源于内心散发出的恐惧。,181,8.9,追随
,,,,,,,
"
                            导演: 克里斯托弗·史密斯 Christopher Smith???主演: 梅利莎·乔治 Melissa ...",?/?Triangle,363573人评价,https://movie.douban.com/subject/3011051/,不要企图在重复中寻找已经失去的爱。,182,8.4,恐怖游轮
,,,,,,,
"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen??&nb...",?/?Inside Out,258131人评价,https://movie.douban.com/subject/10533913/,愿我们都不用长大，每一座城堡都能永远存在。,183,8.7,头脑特工队
,,,,,,,
"
                            导演: 保罗·哈吉斯 Paul Haggis???主演: 桑德拉·布洛克 Sandra Bullock / ...",?/?Crash,187816人评价,https://movie.douban.com/subject/1388216/,天使与魔鬼的冲撞。,184,8.6,撞车
,,,,,,,
"
                            导演: 安德鲁·尼科尔 Andrew Niccol???主演: 尼古拉斯·凯奇 Nicolas Cage /...",?/?Lord of War,189078人评价,https://movie.douban.com/subject/1419936/,做一颗让别人需要你的棋子。,185,8.6,战争之王
,,,,,,,
"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson???主演: 布丽·拉尔森 Brie Larson...",?/?Room,176970人评价,https://movie.douban.com/subject/25724855/,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,186,8.8,房间
,,,,,,,
"
                            导演: 阿米尔·汗 Aamir Khan???主演: 达席尔·萨法瑞 Darsheel Safary / 阿...",?/?Taare Zameen Par,94812人评价,https://movie.douban.com/subject/2363506/,天使保护事件始末。,187,8.8,地球上的星星
,,,,,,,
"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky???主演: 艾伦·伯斯汀 Ellen Bur...",?/?Requiem for a Dream,121841人评价,https://movie.douban.com/subject/1292270/,一场没有春天的噩梦。,188,8.7,梦之安魂曲
,,,,,,,
"
                            导演: 杨德昌 Edward Yang???主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...",?/?牯嶺街少年殺人事件,118441人评价,https://movie.douban.com/subject/1292329/,弱者送给弱者的一刀。,189,8.8,牯岭街少年杀人事件
,,,,,,,
"
                            导演: 宫崎骏 Hayao Miyazaki???主演: 高山南 Minami Takayama / 佐久间玲 Re...",?/?魔女の宅急便,216229人评价,https://movie.douban.com/subject/1307811/,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,190,8.5,魔女宅急便
,,,,,,,
"
                            导演: 道格·里曼 Doug Liman???主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...",?/?The Bourne Identity,210350人评价,https://movie.douban.com/subject/1304102/,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,191,8.5,谍影重重
,,,,,,,
"
                            导演: 新海诚 Makoto Shinkai???主演: 神木隆之介 Ry?nosuke Kamiki / 上...",?/?君の名は。,543494人评价,https://movie.douban.com/subject/26683290/,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,192,8.4,你的名字。
,,,,,,,
"
                            导演: 莫腾·泰杜姆 Morten Tyldum???主演: 本尼迪克特·康伯巴奇 Benedict C...",?/?The Imitation Game,283496人评价,https://movie.douban.com/subject/10463953/,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,193,8.6,模仿游戏
,,,,,,,
"
                            导演: Seijir? K?yama???主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...",?/?ハチ公物語,68613人评价,https://movie.douban.com/subject/1959195/,养狗三日，便会对你终其一生。,194,9,忠犬八公物语
,,,,,,,
"
                            导演: 保罗·格林格拉斯 Paul Greengrass???主演: 马特·达蒙 Matt Damon / ...",?/?The Bourne Supremacy,174704人评价,https://movie.douban.com/subject/1308767/,谁说王家卫镜头很晃？,195,8.6,谍影重重2
,,,,,,,
"
                            导演: 徐克 Hark Tsui???主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...",?/?Green Snake,245215人评价,https://movie.douban.com/subject/1303394/,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,196,8.4,青蛇
,,,,,,,
"
                            导演: 汉内斯·赫尔姆 Hannes Holm???主演: 罗夫·拉斯加德 Rolf Lassg?rd...",?/?En man som heter Ove,139455人评价,https://movie.douban.com/subject/26628357/,惠及一生的美丽。,197,8.7,一个叫欧维的男人决定去死
,,,,,,,
"
                            导演: Alfred Hitchcock???主演: Janet Leigh / Anthony Perkins / Vera Miles",?/?Psycho,92956人评价,https://movie.douban.com/subject/1293181/,故事的反转与反转，分裂电影的始祖。,198,8.9,惊魂记
,,,,,,,
"
                            导演: 保罗·格诺维瑟 Paolo Genovese???主演: 马可·贾利尼 Marco Giallini ...",?/?Perfetti sconosciuti,229126人评价,https://movie.douban.com/subject/26614893/,,199,8.6,完美陌生人
,,,,,,,
"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang???主演: 梁正晖 Zhenghui ...",?/?Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,90730人评价,https://movie.douban.com/subject/1307315/,想你时你在闹海。,200,8.9,哪吒闹海
,,,,,,,
"
                            导演: 约翰·卡尼 John Carney???主演: 凯拉·奈特莉 Keira Knightley / 马克...",?/?Begin Again,191401人评价,https://movie.douban.com/subject/6874403/,爱我就给我看你的播放列表。,201,8.5,再次出发之纽约遇见你
,,,,,,,
"
                            导演: 卡比尔·汗 Kabir Khan???主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...",?/?Bajrangi Bhaijaan,184706人评价,https://movie.douban.com/subject/26393561/,,202,8.5,小萝莉的猴神大叔
,,,,,,,
"
                            导演: 小津安二郎 Yasujir? Ozu???主演: 笠智众 Chish? Ry? / 原节...",?/?東京物語,57015人评价,https://movie.douban.com/subject/1291568/,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,203,9.2,东京物语
,,,,,,,
"
                            导演: Andy Wachowski / Larry Wachowski???主演: Keanu Reeves / Laurence F...",?/?The Matrix Revolutions,172691人评价,https://movie.douban.com/subject/1302467/,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,204,8.5,黑客帝国3：矩阵革命
,,,,,,,
"
                            导演: 邓肯·琼斯 Duncan Jones???主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...",?/?Source Code,441579人评价,https://movie.douban.com/subject/3075287/,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,205,8.3,源代码
,,,,,,,
"
                            导演: 李惠民 Raymond Lee???主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...",?/?新龍門客棧,203779人评价,https://movie.douban.com/subject/1292287/,嬉笑怒骂，调风动月。,206,8.5,新龙门客栈
,,,,,,,
"
                            导演: 詹姆斯·卡梅隆 James Cameron???主演: 阿诺·施瓦辛格 Arnold Schwarz...",?/?Terminator 2: Judgment Day,154077人评价,https://movie.douban.com/subject/1291844/,少见的超越首部的续集，动作片中的经典。,207,8.6,终结者2：审判日
,,,,,,,
"
                            导演: 雷德利·斯科特 Ridley Scott???主演: 吉娜·戴维斯 Geena Davis / 苏...",?/?Thelma & Louise,114848人评价,https://movie.douban.com/subject/1291992/,没有了退路，只好飞向自由。,208,8.7,末路狂花
,,,,,,,
"
                            导演: Luc Besson???主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...",?/?Le grand bleu,112948人评价,https://movie.douban.com/subject/1300960/,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,209,8.7,碧海蓝天
,,,,,,,
"
                            导演: 新海诚 Makoto Shinkai???主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...",?/?秒速5センチメートル,331243人评价,https://movie.douban.com/subject/2043546/,青春就是放弃和怀念。,210,8.3,秒速5厘米
,,,,,,,
"
                            导演: Frank Darabont???主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...",?/?The Green Mile,116759人评价,https://movie.douban.com/subject/1300374/,天使暂时离开。,211,8.7,绿里奇迹
,,,,,,,
"
                            导演: 理查德·沙因克曼 Richard Schenkman???主演: 大卫·李·史密斯 David ...",?/?The Man from Earth,199623人评价,https://movie.douban.com/subject/2300586/,科幻真正的魅力不是视觉效果能取代的。 ,212,8.5,这个男人来自地球
,,,,,,,
